orig,kr
"!나루메아(SSR,암속통상)",,,,,,,,,,,,,,,,X,OK
アップグルント,업 그룬트,,,,,,,,,,,,,,,O
敵全体に闇属性ダメージ/攻撃DOWN,적 전체에 암속성 데미지/공격 DOWN,,,,,,,,,,,,,,,O
フィアードメイン,피어드메인,,,,,,,,,,,,,,,O
味方全体のアビリティダメージUP/弱体成功率UP,아군 전체의 어빌리티 데미지 UP/약체 성공률 UP,,,,,,,,,,,,,,,O


"!레이(SSR,리미티드)",,,,,,,,,,,,,,,,X,OK
[悟心瞳師],[오심동사],,,,,,,,,,,,,,,O
レイ,레이,,,,,,,,,,,,,,,O

五眼掌握・寂光浄土,오안장악・적광정토,,,,,,,,,,,,,,,O
五眼掌握・寂光浄土＋,오안장악・적광정토＋,,,,,,,,,,,,,,,O
敵に天網の星眼を付与/強化効果を*つ消去/弱体耐性DOWN/光属性攻撃DOWN/連続攻撃確率DOWN,적에게 천망의 성안 부여/강화 효과를 *개 소거/약체내성 DOWN/광속성 공격 DOWN/연속공격 확률 DOWN,,,,,,,,,,,,,,,O
阿頼耶識,아뢰야식,,,,,,,,,,,,,,,O
阿頼耶識＋,아뢰야식＋,,,,,,,,,,,,,,,O
"<div class=""prt-text-small"">自分以外の闇属性キャラ単体を操り、ターン進行時に攻撃行動を*回行わせる<br><span class=""text-blue"">◆再使用で解除</span></div>","<div class=""prt-text-small"">자신 이외의 암속성 캐릭터 하나를 조종해, 턴 진행시 공격행동을 *회 하게 한다<br><span class=""text-blue"">◆재사용으로 해제</span></div>",,,,,,,,,,,,,,,O
解脱,해탈,,,,,,,,,,,,,,,O
解脱＋,해탈＋,,,,,,,,,,,,,,,O
"<div class=""prt-text-small"">自分とサブメンバーの一人を入れ替える<br><span class=""text-blue"">◆入れ替えた闇属性キャラを操りステータス大幅UP/防御DOWN</span></div>","<div class=""prt-text-small"">자신과 서브멤버 1명의 자리를 바꾼다<br><span class=""text-blue"">◆자리를 바꾼 암속성 캐릭터를 조종해 스테이터스 대폭 UP/방어 DOWN</span></div>",,,,,,,,,,,,,,,O
白眼視,백안시,,,,,,,,,,,,,,,O
敵全体を操り、敵が与える属性ダメージを*にする,"적 전체를 조종해, 적이 가하는 속성 데미지를 *로 한다",,,,,,,,,,,,,,,O
天の逆手,하늘의 역수,,,,,,,,,,,,,,,O
"<div class=""prt-text-small"">ターンの進行時に経過ターンを*ターン進める<br><span class=""text-blue"">◆自分がバトルメンバー時のみ/再使用不可</span></div>","<div class=""prt-text-small"">턴 진행 시 경과 턴을 *턴 진행시킨다<br><span class=""text-blue"">◆자신의 배틀멤버 일 때만/재사용 불가</span></div>",,,,,,,,,,,,,,,O
悟りの智慧,깨달음의 지혜,,,,,,,,,,,,,,,O
レイが敵か味方を操っている間は攻撃行動をしない,레이가 아군을 조종 중일 때에는 공격행동을 하지 않는다,,,,,,,,,,,,,,,O
子を見守る母,아이를 돌보는 어머니,,,,,,,,,,,,,,,O
"<div class=""prt-text-small"">闇属性キャラが天網の星眼状態の敵に対して奥義性能UP<br><span class=""text-blue"">◆自分がサブメンバーにいる場合でも発動</span></div>","<div class=""prt-text-small"">암속성 캐릭터가 천망의 성안 상태인 적을 상대로 오의성능 UP<br><span class=""text-blue"">◆자신이 서브멤버에 있을 때에도 발동</span></div>",,,,,,,,,,,,,,,O


!레이디그레이(SSR),,,,,,,,,,,,,,,,X,OK
[心眼の双葬女],심안의 미망인,,,,,,,,,,,,,,,O
レディ・グレイ,레이디・그레이,,,,,,,,,,,,,,,O

ボーン・デスワルツ,본 데스 왈츠,,,,,,,,,,,,,,,O
闇属性ダメージ(特大)/アンデッド効果,암속성 데미지(특대) / 언데드 효과,,,,,,,,,,,,,,,O
ダーク,다크,,,,,,,,,,,,,,,O
ダーク＋,다크＋,,,,,,,,,,,,,,,O
敵に闇属性ダメージ(大)/闇属性防御DOWN,적에게 암속성 데미지(대) / 암속성 방어 DOWN,,,,,,,,,,,,,,,O
ディープダウン,딥 다운,,,,,,,,,,,,,,,O
ディープダウン＋,딥 다운＋,,,,,,,,,,,,,,,O
ディープダウン＋＋,딥 다운＋＋,,,,,,,,,,,,,,,O
敵の防御DOWN/スロウ効果,적의 방어 DOWN / 슬로우 효과,,,,,,,,,,,,,,,O
ベイン,베인,,,,,,,,,,,,,,,O
ベイン＋,베인＋,,,,,,,,,,,,,,,O
敵に闇属性ダメージ/毒効果,적에게 암속성 데미지 / 독 효과,,,,,,,,,,,,,,,O
愛憎の衝動,애증의 충동,,,,,,,,,,,,,,,O
攻撃UP,공격 UP,,,,,,,,,,,,,,,O
黒結界,흑결계,,,,,,,,,,,,,,,O
味方全体の弱体耐性UP,아군 전체의 약체내성 UP,,,,,,,,,,,,,,,O


"!레이디그레이(SSR,할로윈)",,,,,,,,,,,,,,,,X,OK
[魅惑の双葬女],[매혹의 쌍장녀],,,,,,,,,,,,,,,O
レディ・グレイ,레이디・그레이,,,,,,,,,,,,,,,O

スウィート・デスワルツ,스위트 데스 왈츠,,,,,,,,,,,,,,,O
スウィート・デスワルツ＋,스위트 데스 왈츠＋,,,,,,,,,,,,,,,O
闇属性ダメージ(特大)/味方全体にストレングス効果,암속성 데미지(특대) / 아군 전체에 스트렝스 효과,,,,,,,,,,,,,,,O
ナイトグレイス,나이트 그레이스,,,,,,,,,,,,,,,O
ナイトグレイス＋,나이트 그레이스＋,,,,,,,,,,,,,,,O
味方全体に吸収効果/死の祝福効果/奥義ゲージUP(**%),아군 전체에 흡수 효과 / 죽음의 축복 효과 / 오의 게이지 UP(**%),,,,,,,,,,,,,,,O
フロムダスク,프롬 더스크,,,,,,,,,,,,,,,O
フロムダスク＋,프롬 더스크＋,,,,,,,,,,,,,,,O
敵全体の防御DOWN(累積)/味方全体の防御UP(累積/永続),적 전체의 방어 DOWN(누적) / 아군 전체의 방어 UP(누적/영구),,,,,,,,,,,,,,,O
ハンズ・オブ・ネクロニア,핸드・오브・네크로니아,,,,,,,,,,,,,,,O
"<div class=""prt-text-small"">闇属性キャラ単体に自分の最大HPの**%分のバリア効果(最大****)/闇属性追撃効果<br><span class=""text-blue"">◆追撃は被ダメージするまで継続</span></div>","<div class=""prt-text-small"">암속성 캐릭터 하나에게 자신의 최대 HP의 **%의 배리어 효과(최대****) / 암속성 추격 효과<br><span class=""text-blue"">◆추격은 데미지를 받을때 까지 지속</span></div>",,,,,,,,,,,,,,,O
常夜の園,상야의 동산,,,,,,,,,,,,,,,O
吸収効果が付与されている味方の奥義ダメージUP/奥義ダメージ上限UP,흡수 효과가 부여되어 있는 아군의 오의 데미지 UP / 오의 데미지 상한 UP,,,,,,,,,,,,,,,O


"!로제타(SSR,크리스마스)",,,,,,,,,,,,,,,,X,OK
[聖夜の守り人],[성야의 수호자],,,,,,,,,,,,,,,O
ロゼッタ,로제타,,,,,,,,,,,,,,,O

ダーティ・ローズ,더티・로즈,,,,,,,,,,,,,,,O
ダーティ・ローズ＋,더티・로즈＋,,,,,,,,,,,,,,,O
闇属性ダメージ(特大)/味方全体にブロック効果,암속성 데미지(특대)/아군 전체에 블록 효과,,,,,,,,,,,,,,,O
ロサ・アルバ,로사・알바,,,,,,,,,,,,,,,O
ロサ・アルバ＋,로사・알바＋,,,,,,,,,,,,,,,O
敵全体に闇属性ダメージ/毒効果/強化効果を*つ無効化,적 전체에 암속성 데미지/독 효과/강화효과를 *개 무효화,,,,,,,,,,,,,,,O
雪茨の結界,눈밭의 결계,,,,,,,,,,,,,,,O
雪茨の結界＋,눈밭의 결계＋,,,,,,,,,,,,,,,O
"<div class=""prt-text-small"">味方全体の被ダメージの一部を反射(*回)<br><span class=""text-blue"">◆敵が特殊技を使用時にイルミナティフロースが発動(*回)</span></div>","<div class=""prt-text-small"">아군 전체의 피 데미지의 일부를 반사(*회)<br><span class=""text-blue"">◆적이 특수행동 시 일루미나티프로스가 발동(*회)</span></div>",,,,,,,,,,,,,,,O
イルミナティフロース,일루미나티프로스,,,,,,,,,,,,,,,O
味方全体のHPを回復/弱体効果を*つ回復,아군 전체의 HP 회복/약체효과를 *개 회복,,,,,,,,,,,,,,,O
ローズパレス,로즈 팔레스,,,,,,,,,,,,,,,O
味方全体が毒状態の敵から受けるダメージを軽減,아군 전체가 독 상태의 적으로부터 받는 데미지 경감,,,,,,,,,,,,,,,O
アンダー・ザ・ローズ,언더・더・로즈,,,,,,,,,,,,,,,O
毒状態の敵に対して奥義性能UP,독 상태의 적에게 오의성능 UP,,,,,,,,,,,,,,,O


!루나루(SSR),,,,,,,,,,,,,,,,X,OK
[妄想少女Ｘ],[망상소녀Ｘ],,,,,,,,,,,,,,,O
ルナール,루나루,,,,,,,,,,,,,,,O

カラミティ・コミックス,칼라미티・코믹스,,,,,,,,,,,,,,,O
カラミティ・コミックス＋,칼라미티・코믹스＋,,,,,,,,,,,,,,,O
原稿を*枚仕上げる/味方全体の奥義ゲージUP(**%),원고를 *장 마무리/아군 전체의 오의 게이지 UP(**%),,,,,,,,,,,,,,,O
ファクシミリII,팩시밀리II,,,,,,,,,,,,,,,O
ファクシミリII＋,팩시밀리II＋,,,,,,,,,,,,,,,O
自分に高揚効果/仲間のアビリティを模倣する(写せるものならまかせて),자신에게 고양 효과/동료의 어빌리티를 모방한다(배낄 수 있는거라면 맡기라구),,,,,,,,,,,,,,,O
ハンサム・ゴリラDA,핸섬・고릴라DA,,,,,,,,,,,,,,,O
ハンサム・ゴリラDA＋,핸섬・고릴라DA＋,,,,,,,,,,,,,,,O
"<div class=""prt-text-small"">闇属性キャラのテンションUP/必ず連続攻撃うほ　<span class=""text-blue"">◆ルナールの最大HPが**%減少</span></div>","<div class=""prt-text-small"">암속성 캐릭터의 텐션 UP/반드시 연속공격을 한다　<span class=""text-blue"">◆루나루의 최대 HP가 **%감소</span></div>",,,,,,,,,,,,,,,O
インスピレーション,인스피레이션,,,,,,,,,,,,,,,O
"<div class=""prt-text-small"">自分の奥義とファクシミリIIを即時使用可能にする　<span class=""text-blue"">◆ルナールの最大HPが**%減少</span></div>","<div class=""prt-text-small"">자신의 오의와 팩시밀리II를 즉시 사용가능하게 한다　<span class=""text-blue"">◆루나루의 최대 HP가 **% 감소</span></div>",,,,,,,,,,,,,,,O
デッドライン,데드라인,,,,,,,,,,,,,,,O
ルナールの最大HPが減少しているほど味方全体の攻防UP,루나루의 최대 HP가 감소된 만큼 아군 전에의 공방 UP,,,,,,,,,,,,,,,O
クオリティアップ,퀄리티 업,,,,,,,,,,,,,,,O
原稿を*枚仕上げるたび闇属性キャラの奥義性能UP(最大*枚),원고를 *장 마무리 할 때마다 암속성 캐릭터의 오의성능 UP(최대 *장),,,,,,,,,,,,,,,O


!루시우스(SSR),,,,,,,,,,,,,,,,X,OK
[悲憤慷慨の剣客],[비분강개의 검객],,,,,,,,,,,,,,,O
ルシウス,루시우스,,,,,,,,,,,,,,,O

絶・白刃一掃,절・백인일소,,,,,,,,,,,,,,,O
絶・白刃一掃＋,절・백인일소＋,,,,,,,,,,,,,,,O
闇属性ダメージ(特大)/灼熱効果/次の白刃炎斬と悪鬼無骨が*回発動,암속성 데미지(특대)/작열효과/다음에 사용하는 백인염참과 악귀무골이 *회 발동,,,,,,,,,,,,,,,O
白刃炎斬,백인염참,,,,,,,,,,,,,,,O
白刃炎斬＋,백인염참＋,,,,,,,,,,,,,,,O
敵に闇属性ダメージ/灼熱状態の敵に追加ダメージ,적에게 암속성 데미지/작열 상태의 적에게 추가 데미지,,,,,,,,,,,,,,,O
悪鬼無骨,악귀무골,,,,,,,,,,,,,,,O
悪鬼無骨＋,악귀무골＋,,,,,,,,,,,,,,,O
敵全体に闇属性ダメージ/闇属性防御DOWN(累積),적 전체에게 암속성 데미지/암속성 방어 DOWN(누적),,,,,,,,,,,,,,,O
急・改,급・개,,,,,,,,,,,,,,,O
"<div class=""prt-text-small"">敵に闇属性ダメージ/自分が即座に奥義発動可能/他のアビリティが即時使用可能になる</div>","<div class=""prt-text-small"">적에게 암속성 데미지/자신이 즉시 오의 발동 가능/다른 어빌리티 즉시 사용 가능</div>",,,,,,,,,,,,,,,O
剣聖を継ぐ者,검성을 잇는 자,,,,,,,,,,,,,,,O
"<div class=""prt-text-small"">ダメージアビリティ使用時に鬼滅Lv上昇(最大*)　<span class=""text-blue"">◆鬼滅Lvに応じて攻撃UP/奥義性能UP</span></div>","<div class=""prt-text-small"">데미지 어빌리티 사용 시 귀멸Lv상승(최대*)　<span class=""text-blue"">◆귀멸Lv에 비례해 공격UP/오의성능UP</span></div>",,,,,,,,,,,,,,,O
無間斬撃,무간참격,,,,,,,,,,,,,,,O
経過ターンに応じて自分の連続攻撃確率UP,경과 턴에 비례해 자신의 연속 공격 확률 UP,,,,,,,,,,,,,,,O


"!를르슈(SSR,기어스콜라보)",,,,,,,,,,,,,,,,X,OK
[黒の騎士団総司令],[흑의 기사단 총사령관],,,,,,,,,,,,,,,O
ルルーシュ・ランペルージ,를르슈 람페르지,,,,,,,,,,,,,,,O

ハドロン砲,하드론 포,,,,,,,,,,,,,,,O
ハドロン砲＋,하드론 포+,,,,,,,,,,,,,,,O
闇属性ダメージ(特大)/味方全体の奥義ゲージUP(**%),암속성 데미지(특대)/아군 전체의 오의 게이지UP(**%),,,,,,,,,,,,,,,O
スラッシュハーケン,슬래시 하켄,,,,,,,,,,,,,,,O
スラッシュハーケン＋,슬래시 하켄+,,,,,,,,,,,,,,,O
敵に*回闇属性ダメージ/防御DOWN,적에게 *회 암속성 데미지/방어DOWN,,,,,,,,,,,,,,,O
ドルイドシステム,드루이드 시스템,,,,,,,,,,,,,,,O
ドルイドシステム＋,드루이드 시스템+,,,,,,,,,,,,,,,O
"<div class=""prt-text-small"">味方全体を特殊強化(闇属性攻撃UP/連続攻撃確率UP)/敵に解析効果<span class=""text-blue""><br>◆*回発動で性能UP/特殊強化の効果時間延長</span></div>","<div class=""prt-text-small"">아군 전체를 특수효과(암속성 공격UP/연속 공격 확률UP)/적에게 해석효과<span class=""text-blue""><br>◆*회 발동으로 성능UP/특수 강화의 지속시간 연장</span></div>",,,,,,,,,,,,,,,O
黒の盤上,검은 반상,,,,,,,,,,,,,,,O
"<div class=""prt-text-small"">敵のCTが最大の時、奇跡の条件を付与/味方全体の防御UP<span class=""text-blue""><br>◆敵が特殊技を発動時に奇跡の条件が発動</span></div>","<div class=""prt-text-small"">적의 CT가 최대일 때 기적의 조건을 부여/아군 전체의 방어UP<span class=""text-blue""><br>◆적이 특수기를 사용하면 기적의 조건이 발동</span></div>",,,,,,,,,,,,,,,O
ナイトメアフレーム,나이트메어 프레임,,,,,,,,,,,,,,,O
最大HPと防御力が高いが、奥義ゲージが溜まりにくい,최대 HP와 방어력이 높으나 오의 게이지가 잘 안 쌓인다,,,,,,,,,,,,,,,O
黒の騎士団 総司令,흑의 기사단 총사령관,,,,,,,,,,,,,,,O
ルルーシュの残りHPが多いほど味方全体の攻撃が大きくUP,를르슈의 남은 HP가 많을 수록 아군 전체의 공격이 크게UP,,,,,,,,,,,,,,,O


!마르키아레스(SSR),,,,,,,,,,,,,,,,X,X
[星幽の大魔導師],,,,,,,,,,,,,,,,X
マルキアレス,,,,,,,,,,,,,,,,X

アースウィンド・アンド・ファイア,,,,,,,,,,,,,,,,X
アースウィンド・アンド・ファイア＋,,,,,,,,,,,,,,,,X
闇属性ダメージ(特大)/奥義ゲージUP(**%),,,,,,,,,,,,,,,,X
アンホーリー・ウォークライ,,,,,,,,,,,,,,,,X
アンホーリー・ウォークライ＋,,,,,,,,,,,,,,,,X
"<div class=""prt-text-small"">攻撃を中断して力を溜め、次のターン自分の攻撃大幅UP(*回)/敵対心UP/MPを**回復<span class=""text-blue"">　◆*ターンの間アビリティ使用不可</span></div>",,,,,,,,,,,,,,,,X
ミスティック・ムーン,,,,,,,,,,,,,,,,X
ミスティック・ムーン＋,,,,,,,,,,,,,,,,X
"<div class=""prt-text-small"">効果中必ずトリプルアタック　<span class=""text-blue"">◆MPを*消費して活性効果/光属性ダメージ軽減</span></div>",,,,,,,,,,,,,,,,X
レイン・オブ・テラー,,,,,,,,,,,,,,,,X
"味方全体のHP回復　<span class=""text-blue"">◆MPを*消費してバリア効果</span>",,,,,,,,,,,,,,,,X
BA☆KU☆RE☆TSU,폭☆발,,,,,,,,,,,,,,,O
奥義使用時にMPを全て消費して奥義ダメージUP,,,,,,,,,,,,,,,,X
アストラルチャージ,,,,,,,,,,,,,,,,X
"HPが低いがMPを毎ターン*ずつ回復/味方全体に再生効果　<span class=""text-blue"">◆MPはバトル開始時*の状態(最大**)</span>",,,,,,,,,,,,,,,,X


"!뮤즈3학년(SSR,콜라보)",,,,,,,,,,,,,,,,X,OK
[μ's],[μ's],,,,,,,,,,,,,,,O
絢瀬絵里＆矢澤にこ＆東條 希,아야세 에리&야자와 니코&토죠 노조미,,,,,,,,,,,,,,,O

それは僕たちの奇跡,그것은 우리들의 기적,,,,,,,,,,,,,,,O
それは僕たちの奇跡＋,그것은 우리들의 기적+,,,,,,,,,,,,,,,O
闇属性ダメージ(特大)/味方全体の闇属性攻撃UP/HP回復,암속성 데미지(특대)/아군 전체의 암속성 공격UP/HP회복,,,,,,,,,,,,,,,O
ハラショー！,하라쇼!,,,,,,,,,,,,,,,O
ハラショー！＋,하라쇼!+,,,,,,,,,,,,,,,O
"<div class=""prt-text-small"">敵の強化効果を*つ無効化<br><span class=""text-blue"">◆無効化成功時に味方全体の奥義ダメージUP(*回)</span></div>","<div class=""prt-text-small"">적의 강화 효과 *개 무효화<br><span class=""text-blue"">◆무효화 성공시 아군 전체의 오의데이지UP(*회)</span></div>",,,,,,,,,,,,,,,O
にっこにっこにー！,니코니코니!,,,,,,,,,,,,,,,O
にっこにっこにー！＋,니코니코니!+,,,,,,,,,,,,,,,O
味方全体の連続攻撃確率UP,아군 전체의 연속공격확률UP,,,,,,,,,,,,,,,O
スピリチュアルやね,스피리츄얼이야,,,,,,,,,,,,,,,O
敵全体の光属性攻撃DOWN/闇属性防御DOWN,적 전체의 광속성 공격DOWN/암속성 방어얘쭈,,,,,,,,,,,,,,,O
心のメロディ,마음의 멜로디,,,,,,,,,,,,,,,O
味方全体の全属性ダメージカット(**%),아군 전체의 전속성 데미지 컷(**%),,,,,,,,,,,,,,,O
音ノ木坂学院3年生,오토노키자카 학원 3학년,,,,,,,,,,,,,,,O
味方全体の光属性ダメージ軽減,아군 전체의 광속성 데미지 경감,,,,,,,,,,,,,,,O


!바이트(SSR),,,,,,,,,,,,,,,,X,OK
[血貴],[혈귀],,,,,,,,,,,,,,,O
ヴァイト,바이트,,,,,,,,,,,,,,,O

ブラッドエッジ,블러드 엣지,,,,,,,,,,,,,,,O
ブラッドエッジ＋,블러드 엣지＋,,,,,,,,,,,,,,,O
闇属性ダメージ(特大)/回避率UP,암속성 데미지(특대)/회피율UP,,,,,,,,,,,,,,,O
フィアー・オブ・ワンスセルフ,피어・오브・원스셀프,,,,,,,,,,,,,,,O
フィアー・オブ・ワンスセルフ＋,피어・오브・원스셀프＋,,,,,,,,,,,,,,,O
ターゲットに関わらず*回単体ダメージ/敵全体に連続攻撃確率DOWN(大),타겟과 관계없이 *회 단일 데미지/적 전체에 연속 공격 확률DOWN(大),,,,,,,,,,,,,,,O
ノーブルブラッド,노블 블러드,,,,,,,,,,,,,,,O
ノーブルブラッド＋,노블 블러드＋,,,,,,,,,,,,,,,O
"<div class=""prt-text-small"">覚醒状態となり自分のステータス大幅UP<br><span class=""text-blue"">◆*回被ダメージで解除され*ターンの間弱体化</span></div>","<div class=""prt-text-small"">각성상태가 되어 자신의 스테이터스 대폭 UP<br><span class=""text-blue"">◆*회 피 데미지로 해제 후 *턴 간 약체효과</span></div>",,,,,,,,,,,,,,,O
スカーレットスレイヤー,스칼렛 슬레이어,,,,,,,,,,,,,,,O
敵のCTを*つ増加させて味方全体の奥義ダメージUP,적의 CT를 *개 추가하여 아군 전체의 오의 데미지 UP,,,,,,,,,,,,,,,O
ブラッドセイバー,블러드 세이버,,,,,,,,,,,,,,,O
稀に通常攻撃時の与ダメージに応じて回復,드물게 통상공격 시 가하는 데미지에 비례해 회복,,,,,,,,,,,,,,,O


"!바자라가(SSR,암속통상)",,,,,,,,,,,,,,,,X,OK
[冥闇の剛刃],[명암의 칼날],,,,,,,,,,,,,,,O
バザラガ,바자라가,,,,,,,,,,,,,,,O

カルネイジ・ムーン,칼레이지・문,,,,,,,,,,,,,,,O
闇属性ダメージ(特大)/自分にオーバード・グロウノス効果,암속성 데미지(특대)/자신에게 오버드・그로우노스 효과,,,,,,,,,,,,,,,O
大鎌グロウノス,대낫 그로우노스,,,,,,,,,,,,,,,O
大鎌グロウノス＋,대낫 그로우노스＋,,,,,,,,,,,,,,,O
敵全体に*倍闇属性ダメージ/自分の奥義ゲージUP(**%),적 전체에 *배 암속성 데미지/자신의 오의 게이지 UP(**%),,,,,,,,,,,,,,,O
インスティンクション,인스팅션,,,,,,,,,,,,,,,O
インスティンクション＋,인스팅션＋,,,,,,,,,,,,,,,O
インスティンクション＋＋,인스팅션＋＋,,,,,,,,,,,,,,,O
"<div class=""prt-text-small"">敵全体に*倍闇属性ダメージ/自分に逆境効果<br><span class=""text-blue"">◆オーバード・グロウノス中、被ターゲット時に自動発動</span></div>","<div class=""prt-text-small"">적 전체에 *배 암속성 데미지/자신에게 역경 효과<br><span class=""text-blue"">◆오버드・그로우노스 중, 피 타겟 시 자동발동</span></div>",,,,,,,,,,,,,,,O
フォゴトゥン・テイルズ,포고틴・테일즈,,,,,,,,,,,,,,,O
フォゴトゥン・テイルズ＋,포고틴・테일즈＋,,,,,,,,,,,,,,,O
"<div class=""prt-text-small"">自分の攻撃UP/通常攻撃が全体化/ダメージ上限UP/防御UP/敵対心UP<br><span class=""text-blue"">◆自分のHPを最大値の**％消費</span></div>","<div class=""prt-text-small"">자신의 공격UP/통상공격이 전체화/데미지 상한 UP/방어 UP/적개심 UP<br><span class=""text-blue"">◆자신의 HP 최대치의 **％ 소모</span></div>",,,,,,,,,,,,,,,O
グロウノスの契約者,그로우노스의 계약자,,,,,,,,,,,,,,,O
自分のHPが少ないほど防御UP,자신의 HP가 적을 수록 방어 UP,,,,,,,,,,,,,,,O
痛覚なき肉体,통각 없는 육체,,,,,,,,,,,,,,,O
**ターン目まで不死身状態/瀕死状態ではない時、弱体効果無効/強化効果が無効化されない,"**턴 까지 불사신 상태/빈사상태가 아닐 경우,약체효과 무효/강화효과가 무효화 되지 않는다",,,,,,,,,,,,,,,O


"!베아트릭스(SSR,암속통상)",,,,,,,,,,,,,,,,X,OK
[不滅の群青],[불멸의 군청],,,,,,,,,,,,,,,O
ベアトリクス,베아트릭스,,,,,,,,,,,,,,,O
仲間にいれてください,동료로 삼아주세요,,,,,,,,,,,,,,,O
不屈のクッキング,불굴의 쿠킹,,,,,,,,,,,,,,,O
拘束と結束,구속과 결속,,,,,,,,,,,,,,,O

イモータル・アソールト,이모탈・어썰트,,,,,,,,,,,,,,,O
イモータル・アソールト＋,이모탈・어썰트＋,,,,,,,,,,,,,,,O
闇属性ダメージ(特大)/自分の被ダメージ無効(*回),암속성 데미지(특대)/자신의 받는 데미지 무효(*회),,,,,,,,,,,,,,,O
エムブラスクの剣,엠브라스크의 검,,,,,,,,,,,,,,,O
エムブラスクの剣＋,엠브라스크의 검＋,,,,,,,,,,,,,,,O
敵に闇属性ダメージ/次の攻撃で必ずトリプルアタック,적에게 암속성 데미지/다음 공격이 반드시 트리플어택,,,,,,,,,,,,,,,O
ユニフィケイション,유니피케이션,,,,,,,,,,,,,,,O
ユニフィケイション＋,유니피케이션＋,,,,,,,,,,,,,,,O
敵の攻撃DOWN/光属性攻撃DOWN,적의 공격 DOWN/광속성 공격 DOWN,,,,,,,,,,,,,,,O
ライジング・スター,라이징 스타,,,,,,,,,,,,,,,O
